State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,latitude,longitude,neighbours,neighbours_count,Outlier_Score_APC,Outlier_Score_LP,Outlier_Score_PDP,Outlier_Score_NNPP
NIGER,GURARA,SHAKO,26-09-09-001,GUNI PRIMARY SCHOOL,220,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87534/result_72767_1677587184_thumb.jpg,-19.97613595,31.12345939,No neighbours within 15 km,0,,,,
NIGER,GURARA,SHAKO,26-09-09-005,SEJI VILLAGE,235,825,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,78,42,97,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87538/result_72771_1677588035.jpg,24.6294635,77.5351095,No neighbours within 15 km,0,,,,
NIGER,KATCHA,BAKEKO,26-10-01-004,DAGBA,195,882,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,36,0,147,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87550/result_72797_1677516488_thumb.jpg,5.7288065,-8.590103,No neighbours within 15 km,0,,,,
NIGER,KATCHA,BAKEKO,26-10-01-009,DAWA,284,509,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87555/result_72802_1677555711_thumb.jpg,12.6508804,10.3751921,No neighbours within 15 km,0,,,,
NIGER,KATCHA,BADEGGI,26-10-02-008,KAFA,170,501,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,24,0,127,16,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87564/result_72817_1677557716_thumb.jpg,39.035653,36.1370802,No neighbours within 15 km,0,,,,
NIGER,KATCHA,BISANTI,26-10-03-003,MANTUNTUN,0,735,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,188,0,67,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87568/result_72828_1677561989_thumb.jpg,7.9950148,-77.8525688,No neighbours within 15 km,0,,,,
NIGER,KATCHA,DZWAFU,26-10-04-002,GABI,167,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,113,0,133,6,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87576/result_72843_1677592681_thumb.jpg,11.5931669,123.3376136,No neighbours within 15 km,0,,,,
NIGER,KATCHA,DZWAFU,26-10-04-007,TSWACHIKO,144,748,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,56,0,77,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87581/result_72848_1677563691_thumb.jpg,9.0002275,6.1616443,"['EWUGI (26-01-08-008)', 'BORORO (26-10-09-010)', 'EGBANTI (26-13-05-007)', 'SHESHI BIKUN (26-13-07-008)', 'NDALOKE (26-13-10-003)']",5,4.8,0.6,0.6,2.4
NIGER,KATCHA,EDOTSU,26-10-05-002,KASHE,0,836,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87583/result_72856_1677593226_thumb.jpg,23.800833,121.038889,No neighbours within 15 km,0,,,,
NIGER,KATCHA,EDOTSU,26-10-05-003,TSADOYAGI,0,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,63,0,100,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87584/result_72857_1677593530_thumb.jpg,8.8000131,6.2499988,"['EWUGI (26-01-08-008)', 'TWAKI (26-13-01-014)']",2,30.5,0,32,0.5
NIGER,KATCHA,GBAKOGI,26-10-07-002,TSWAKO,0,797,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,0,115,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87597/result_72879_1677598129_thumb.jpg,-26.1350647,28.434079,No neighbours within 15 km,0,,,,
NIGER,KATCHA,GBAKOGI,26-10-07-003,SAKU,0,700,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,14,1,127,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87598/result_72880_1677600745_thumb.jpg,2.37169725,37.94927,No neighbours within 15 km,0,,,,
NIGER,KATCHA,GBAKOGI,26-10-07-005,GBAPO,56,607,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,0,57,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87600/result_72882_1677614355_thumb.jpg,4.2471147,15.3220831,['DONKO (26-07-02-001)'],1,41,0,82,3
NIGER,KATCHA,GBAKOGI,26-10-07-010,ZANCHITA,0,596,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,39,1,128,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87605/result_72887_1677602293.jpg,9.3001709,6.535264,"['TSADZA (26-01-09-009)', 'NAGOPITA (26-19-09-003)', 'NDAMARAKI (26-19-09-005)', 'LUPNA (26-19-09-013)', 'GABADNA (26-19-11-008)', 'YIDNA (26-19-09-024)', 'PAIKO TOWN CLINIC (26-19-10-024)']",7,85.28571429,2,36,5.857142857
NIGER,KATCHA,KATCHA,26-10-08-004,KUDUS,0,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,98,0,93,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87609/result_72898_1677578971_thumb.jpg,19.5323299,73.0999374,No neighbours within 15 km,0,,,,
NIGER,KATCHA,KATCHA,26-10-08-005,DAMA PRIMARY SCHOOL,0,430,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,62,1,55,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87610/result_72899_1677580920_thumb.jpg,-17.4485742,15.33055185,No neighbours within 15 km,0,,,,
NIGER,KATCHA,KATCHA,26-10-08-007,KIPO,0,603,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,102,0,76,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87612/result_72901_1677578100_thumb.jpg,-7.8622821,38.5041921,No neighbours within 15 km,0,,,,
NIGER,KATCHA,KATCHA,26-10-08-009,SABON GARI,118,782,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,69,0,41,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87614/result_72903_1677572842_thumb.jpg,12.29362795,9.619362318,No neighbours within 15 km,0,,,,
NIGER,KATCHA,KATAREGI,26-10-09-010,BORORO,157,797,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,41,0,80,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87626/result_72923_1677597618_thumb.jpg,9.016667,6.116667,"['EWUGI (26-01-08-008)', 'TSWACHIKO (26-10-04-007)', 'EGBANTI (26-13-05-007)', 'SHESHI BIKUN (26-13-07-008)', 'NDALOKE (26-13-10-003)']",5,13.2,0.6,3,6
NIGER,KONTAGORA,AREWA,26-11-01-009,TURAKI  I,143,444,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,84,0,80,24,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87641/result_72951_1677580308_thumb.jpg,11.7867,8.5248,"['TURAKI  II (26-11-01-010)', 'GIDAN  SARKI (26-22-04-008)']",2,12.5,2.5,2.5,6
NIGER,KONTAGORA,AREWA,26-11-01-010,TURAKI  II,230,587,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,75,1,115,29,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87642/result_72952_1677580517_thumb.jpg,11.7867,8.5248,"['TURAKI  I (26-11-01-009)', 'GIDAN  SARKI (26-22-04-008)']",2,1,1,50,1.5
NIGER,KONTAGORA,CENTRAL,26-11-02-002,GALADIMA  I,272,787,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,152,13,92,12,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87644/result_72962_1677577496_thumb.jpg,12.52744855,6.054403542,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,CENTRAL,26-11-02-003,GALADIMA  II,249,874,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,123,34,61,16,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87645/result_72963_1677577665_thumb.jpg,12.4509372,4.1975713,"['GWADAN (26-11-08-007)', 'SODANGI (26-13-10-008)', 'MARAFA (26-21-07-005)']",3,47.66666667,30,9.666666667,15
NIGER,KONTAGORA,GABAS,26-11-03-002,GABBAS,245,764,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,144,41,26,9,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87658/result_72988_1677577784_thumb.jpg,58.983127,5.668705896,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,KUDU,26-11-04-002,SARKIN MAKERA,270,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,100,17,93,35,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87666/result_73010_1677583401_thumb.jpg,14.0641736,8.6009377,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,KUDU,26-11-04-012,T/WADA  I,247,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,115,28,75,21,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87676/result_73020_1677589058_thumb.jpg,3.7648474,12.5977349,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,MAGAJIYA,26-11-05-007,UBANDOMA  I,0,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,134,2,77,10,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87688/result_73053_1677580816_thumb.jpg,13.1176915,5.2735796,"['KOFAR WAZIRI (26-06-06-015)', 'UBANDOMA  II (26-11-05-008)', 'ADARAWA (26-15-06-011)', 'KWASARE (26-04-01-014)']",4,62.25,0.5,14.5,1.25
NIGER,KONTAGORA,MAGAJIYA,26-11-05-008,UBANDOMA  II,0,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,85,3,69,17,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87689/result_73054_1677580950_thumb.jpg,13.1176915,5.2735796,"['KOFAR WAZIRI (26-06-06-015)', 'UBANDOMA  I (26-11-05-007)', 'ADARAWA (26-15-06-011)', 'KWASARE (26-04-01-014)']",4,1,0.75,4.5,10
NIGER,KONTAGORA,MASUGA,26-11-06-007,FADAMA  I,0,479,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,150,0,43,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87698/result_73070_1677581597_thumb.jpg,14.9446167,3.2115333,['FADAMA  II (26-11-06-008)'],1,15,0,5,1
NIGER,KONTAGORA,MASUGA,26-11-06-008,FADAMA  II,185,393,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,135,0,48,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87699/result_73071_1677581722_thumb.jpg,14.9446167,3.2115333,['FADAMA  I (26-11-06-007)'],1,15,0,5,1
NIGER,KONTAGORA,MADARA,26-11-07-003,KWANGWARA,369,1475,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,164,43,69,57,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87709/result_73084_1677579223_thumb.jpg,11.4913245,9.5800265,['SARKIN KUDU (26-03-02-014)'],1,1,31,1,57
NIGER,KONTAGORA,MADARA,26-11-07-004,IBANGA  I,139,427,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,58,0,60,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87710/result_73085_1677579491_thumb.jpg,3.44427,31.196201,"['IBANGA  II (26-11-07-005)', 'ACHIBA  PRIMARY SCHOOL (26-12-09-007)', 'KUKURU (26-22-14-020)']",3,12.66666667,12,9.666666667,2.666666667
NIGER,KONTAGORA,MADARA,26-11-07-005,IBANGA  II,102,382,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,2,28,13,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87711/result_73086_1677579576_thumb.jpg,3.44427,31.196201,"['IBANGA  I (26-11-07-004)', 'ACHIBA  PRIMARY SCHOOL (26-12-09-007)', 'KUKURU (26-22-14-020)']",3,3.333333333,9.333333333,33,10.66666667
NIGER,KONTAGORA,MADARA,26-11-07-006,F.C.E.  I,162,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,70,23,11,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87712/result_73087_1677579667_thumb.jpg,40.90045645,14.75213406,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,MADARA,26-11-07-007,F.C.E.  II,120,994,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,60,7,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87713/result_73088_1677579743_thumb.jpg,-32.8252412,-71.0248035,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,MADARA,26-11-07-011,MASAHA,287,806,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,192,0,57,16,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87717/result_73092_1677580274_thumb.jpg,-0.8423257,114.0368682,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,NAGWAMATSE,26-11-08-007,GWADAN,135,433,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,107,4,15,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87725/result_73106_1677594869_thumb.jpg,12.4793999,4.250265,"['GALADIMA  II (26-11-02-003)', 'SODANGI (26-13-10-008)', 'MARAFA (26-21-07-005)']",3,26.33333333,10,71,2.333333333
NIGER,KONTAGORA,TUNGANWAWA,26-11-10-006,DAPPO,398,902,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,164,1,227,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87740/result_73129_1677589226_thumb.jpg,54.3772807,18.6009368,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,TUNGANWAWA,26-11-10-011,GANAWA,118,274,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,52,0,50,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87745/result_73134_1677590781_thumb.jpg,13.5259385,8.630955,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,TUNGANWAWA,26-11-10-012,ALALA,165,634,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,72,1,89,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87746/result_73135_1677591081_thumb.jpg,2.3910337,30.8812033,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,TUNGAN KAWO,26-11-11-005,TUNGA GARI,0,934,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,0,108,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87752/result_73143_1677597568_thumb.jpg,13.50016,5.3720361,"['NASARA (26-13-09-020)', 'WUCHI (26-17-04-013)', 'TUNGAN RAFI (26-21-11-005)']",3,44.33333333,1,39.33333333,1.666666667
NIGER,KONTAGORA,TUNGAN KAWO,26-11-11-006,USUBU VILLAGE,273,806,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,125,32,79,26,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87753/result_73144_1677597657.jpg,10.3896017,5.3885663,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,USALLE,26-11-12-008,UNG. BALA,101,443,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,73,1,24,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87762/result_73158_1677591489_thumb.jpg,26.5272,109.126,No neighbours within 15 km,0,,,,
NIGER,KONTAGORA,YAMMA,26-11-13-004,SARKIN KASUWA,177,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,80,3,71,8,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87766/result_73164_1677583405_thumb.jpg,11.9754001,8.5605721,"['FUSKAR YAMMA (26-06-10-013)', 'KAWO GARI (26-14-04-003)', 'TUDUN FULANI (26-15-01-027)', 'GOBIRAWA (26-20-11-009)']",4,31.75,18.75,26,4
NIGER,KONTAGORA,YAMMA,26-11-13-005,SARKIN PAWA,259,833,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,122,3,79,44,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87767/result_73165_1677584172.jpg,11.350091,7.68415,"['BASSAWA (26-21-03-001)', 'SHAMAKI (26-21-03-008)']",2,78.5,27.5,62.5,44
NIGER,KONTAGORA,YAMMA,26-11-13-012,MATAWALE,236,941,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,85,3,108,29,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87774/result_73172_1677589190_thumb.jpg,-15.3816798,35.3537992,No neighbours within 15 km,0,,,,
NIGER,LAPAI,AREWA/YAMMA,26-12-01-001,BANI PRIMARY SCHOOL,235,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,122,3,92,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87777/result_73191_1677565902_thumb.jpg,14.66024525,120.4940341,No neighbours within 15 km,0,,,,
NIGER,LAPAI,BIRNIN MAZA/TASHIBO,26-12-02-005,MAYAKI PRIMARY SCHOOL,309,790,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,201,16,75,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87790/result_73218_1677574195_thumb.jpg,13.7714907,4.009004,['WADATA (26-07-01-009)'],1,20,14,9,1
NIGER,LAPAI,EVUTI/KPADA,26-12-04-007,GAWA PRIMARY SCHOOL,97,474,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,71,0,26,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87809/result_73252_1677573939_thumb.jpg,1.4111913,33.7329516,No neighbours within 15 km,0,,,,
NIGER,LAPAI,GULU/ANGUWA VATSA,26-12-05-001,KANDI PRIMARY SCHOOL,145,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,71,0,71,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87813/result_73264_1677571344_thumb.jpg,7.1276722,80.68655416,No neighbours within 15 km,0,,,,
NIGER,LAPAI,GULU/ANGUWA VATSA,26-12-05-004,GULU CENTRAL PRIMARY SCHOOL,161,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,97,6,44,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87816/result_73267_1677572921_thumb.jpg,0.7548002,32.5156394,No neighbours within 15 km,0,,,,
NIGER,LAPAI,GUPA/ABUGI,26-12-06-007,YELWA DISPENSARY,232,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,108,2,111,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87829/result_73292_1677577631_thumb.jpg,11.4773166,10.6712016,No neighbours within 15 km,0,,,,
NIGER,LAPAI,GURDI/ZAGO,26-12-07-005,GURDI,0,509,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,0,47,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87843/result_73312_1677575269_thumb.jpg,24.630898,69.4155491,No neighbours within 15 km,0,,,,
NIGER,LAPAI,GURDI/ZAGO,26-12-07-006,DUMA PRIMARY SCHOOL,0,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,57,0,182,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87844/result_73313_1677575497_thumb.jpg,-4.2142525,37.9652698,No neighbours within 15 km,0,,,,
NIGER,LAPAI,KUDU/GABAS,26-12-08-008,GIDAN S. KASUWA,137,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,62,17,41,6,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87853/result_73326_1677599444_thumb.jpg,12.0586041,8.2721619,"['MAKWALLA (26-14-01-006)', 'KAWO GARI (26-14-04-003)', 'TUDUN FULANI (26-15-01-027)']",3,7.333333333,13.66666667,25.33333333,1.666666667
NIGER,LAPAI,MUYE/EGBA,26-12-09-002,DERE  PRIMARY SCHOOL,126,937,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,71,0,38,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87855/result_73342_1677592499_thumb.jpg,0.5694425,31.238866,No neighbours within 15 km,0,,,,
NIGER,LAPAI,MUYE/EGBA,26-12-09-003,ESHIN,112,412,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,73,0,29,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87856/result_73343_1677592997_thumb.jpg,21.81009595,-79.98624527,No neighbours within 15 km,0,,,,
NIGER,LAPAI,MUYE/EGBA,26-12-09-007,ACHIBA  PRIMARY SCHOOL,130,441,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,47,0,68,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87860/result_73347_1677595249_thumb.jpg,3.5335173,31.3251262,"['IBANGA  I (26-11-07-004)', 'IBANGA  II (26-11-07-005)', 'KUKURU (26-22-14-020)']",3,2,12,20.33333333,6.666666667
NIGER,LAPAI,MUYE/EGBA,26-12-09-008,BINNA  PRIMARY SCHOOL,187,481,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,101,0,81,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87861/result_73348_1677596230_thumb.jpg,32.22201335,74.36680472,No neighbours within 15 km,0,,,,
NIGER,LAPAI,MUYE/EGBA,26-12-09-013,BAKA PRIMARY SCHOOL,220,818,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87866/result_73353_1677602383_thumb.jpg,23.0431772,89.6624738,No neighbours within 15 km,0,,,,
NIGER,LAPAI,TAKUTI/SHAKU,26-12-10-003,GABI PRIMARY SCHOOL,324,1014,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,118,10,169,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87870/result_73361_1677540103_thumb.jpg,12.4245373,123.4659754,No neighbours within 15 km,0,,,,
NIGER,LAPAI,TAKUTI/SHAKU,26-12-10-011,SUDUGI,172,822,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,52,0,114,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87878/result_73369_1677541393_thumb.jpg,9.116667,6.533333,"['MANFARA (26-01-02-008)', 'TSADZA (26-01-09-009)', 'NDAMARAKI (26-19-09-005)']",3,35,0.333333333,4.666666667,2.333333333
NIGER,LAVUN,BUSU/KUCHI,26-13-01-011,DOKOGI,0,856,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,28,0,52,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23805/pu/88979/88979-1677596508.pdf,8.8208628,6.032774,"['SHESHI BIKUN (26-13-07-008)', ""SA'ACHI (26-13-10-002)"", 'EGAGI (26-13-12-005)', 'KPACHITA (26-17-04-017)']",4,7.5,0.5,13,0.75
NIGER,LAVUN,BUSU/KUCHI,26-13-01-012,TAKPA,0,695,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,8,0,57,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23805/pu/88980/88980-1677589909.pdf,3.3052459,23.3947272,No neighbours within 15 km,0,,,,
NIGER,LAVUN,BUSU/KUCHI,26-13-01-014,TWAKI,0,739,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,42,0,98,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23805/pu/88982/88982-1677590368.pdf,8.7037331,6.3207654,"['AKWANO (26-01-01-001)', 'TSADOYAGI (26-10-05-003)']",2,28,0,4.5,2
NIGER,LAVUN,DASSUN,26-13-03-001,CIBO,64,352,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,30,0,32,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/03/pu/001/001-1677393406.pdf,39.4450753,40.6691336,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DASSUN,26-13-03-002,CHARATI,0,641,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,83,0,87,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/03/pu/002/002-1677403468.pdf,10.2161155,19.8451978,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DASSUN,26-13-03-004,YETTI,0,748,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,143,0,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/03/pu/004/004-1677374546.pdf,25.4868,-7.4446,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DASSUN,26-13-03-008,JIPAN,156,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,87,0,61,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/03/pu/008/008-1677365783.pdf,37.4172371,107.6066038,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DASSUN,26-13-03-009,DASSUN,0,570,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,16,0,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23807/pu/89007/89007-1677529174.pdf,17.7432243,121.7094134,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DOKO,26-13-04-001,DOKO NORTH PRIMARY SCHOOL,274,817,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,66,100,4,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23808/pu/89012/89012-1677486141.pdf,1.1038969,34.1765339,No neighbours within 15 km,0,,,,
NIGER,LAVUN,DOKO,26-13-04-011,KOPA,35,644,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,187,0,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3653/ward/23808/pu/89022/89022-1677484531.pdf,49.202216,20.7540194,No neighbours within 15 km,0,,,,
